1.306990077865150646e+01 1.378557921530689434e+01 1.481959674305432095e+01 1.590169540176025720e+01 1.651412837331949390e+01 1.727453243125878757e+01 1.829947464092130716e+01 1.862317700109506902e+01 1.940336984788163832e+01 1.992221745068861338e+01 2.012482200197450766e+01 2.057407018753419692e+01 2.150542672237663666e+01 2.210805174151741426e+01 2.365743683258542518e+01 2.331167321820832328e+01 2.401967848782603809e+01 2.547047038983748024e+01 2.635580724616037429e+01 2.644635529723319323e+01 2.657116245259760845e+01 2.756333416140958903e+01 2.742795144483027059e+01 2.836930612650848005e+01 2.925215013423897759e+01 2.982242093917010095e+01 2.979745416673458891e+01 3.032955382782111187e+01 3.072546028970833731e+01 3.109933262647464147e+01 3.102335266777447131e+01 3.135786880499298945e+01 3.188030386173196362e+01 3.231462701770973212e+01 3.259263728003133309e+01 3.292766274857709163e+01 3.327389759700976413e+01 3.364179567325693654e+01 3.383405909316010707e+01 3.403388724088925699e+01 3.423503412612296870e+01 3.449858784010781676e+01 3.462641670658350534e+01 3.503514208963677135e+01 3.517966850445104399e+01 3.543396067191779508e+01 3.591098420266608571e+01 3.636908747691770571e+01 3.622137577792289420e+01 3.672618781464457527e+01 3.656610162349955573e+01 3.671646248255265021e+01 3.701191717378776502e+01 3.750193065285372285e+01 3.754975414724906102e+01 3.772503833620667280e+01 3.828701899605584202e+01 3.833363123134451911e+01 3.857600336638000016e+01 3.912284362342960264e+01 3.895606766702645984e+01 3.893672182847831209e+01 3.917538186832959468e+01 3.974213414572790271e+01 3.974948138888394311e+01 3.992457899140207900e+01 4.014006044991438671e+01 4.062060590725447184e+01 4.095975879102422113e+01 4.084316354297352092e+01 4.080075639950238298e+01 4.098033236922347555e+01 4.157951367468260173e+01 4.133333708526721750e+01 4.173970571020031883e+01 4.158769802391356052e+01 4.209586455110649439e+01 4.179418882559586024e+01 4.235215633865121987e+01 4.198823505032746084e+01 4.218736177541061494e+01 4.277320603392802667e+01 4.291047436479085064e+01 4.328218526734162452e+01 4.314279827293325553e+01 4.354401403344184018e+01 4.360132676360601778e+01 4.377954271148501419e+01 4.372987823327625989e+01 4.383631533261019086e+01
9.856419379949235449e+00 1.064146947858493064e+01 1.115100981168193606e+01 1.195563483882094857e+01 1.229644355922901866e+01 1.312210292729505134e+01 1.348207006457199242e+01 1.395073480497019247e+01 1.453680380045584286e+01 1.509309764587440839e+01 1.510402923456107516e+01 1.567571923376759280e+01 1.614790431434555629e+01 1.662552801620102727e+01 1.718458223742335633e+01 1.799423957869786506e+01 1.833514527274440908e+01 1.841445768933117932e+01 1.922311030404927834e+01 1.942156654440058361e+01 1.943522413732970477e+01 2.031199276606100668e+01 2.024297498171302223e+01 2.074151269775095940e+01 2.106096299954730000e+01 2.184104055323914295e+01 2.248048857231827924e+01 2.287243141190454665e+01 2.286524603756516782e+01 2.330632364597852302e+01 2.368644807262942109e+01 2.368116777214918756e+01 2.426490692128523108e+01 2.466666640577281910e+01 2.510804504207712995e+01 2.528251951465801994e+01 2.566259950207471618e+01 2.637725087388441025e+01 2.652451663644714586e+01 2.661107508787054954e+01 2.698140141350424059e+01 2.764882488246196601e+01 2.761109086616125907e+01 2.804005105923101837e+01 2.845878157527660335e+01 2.881380810663453573e+01 2.885336566445591089e+01 2.950600013421521695e+01 3.023442479989739340e+01 3.031087516575695062e+01 3.072158505691260189e+01 3.094705704581309647e+01 3.097752935412402664e+01 3.188511666233087638e+01 3.187548777303675962e+01 3.218566987606671148e+01 3.298693187982939889e+01 3.327106918848416939e+01 3.297952944272126530e+01 3.362913875183951262e+01 3.393167128521479015e+01 3.421591029822219809e+01 3.406681294927501114e+01 3.464217569304253885e+01 3.514190687762856413e+01 3.467768207838079064e+01 3.542121408249203540e+01 3.554593838092615954e+01 3.567472511173138372e+01 3.601399805556797418e+01 3.599482625208328557e+01 3.643247211534605867e+01 3.657942043121160935e+01 3.671798050007809877e+01 3.696531230248623956e+01 3.703324369871491228e+01 3.719193145331108497e+01 3.747167423814389053e+01 3.791446228551420461e+01 3.810063737982180498e+01 3.793382101178706733e+01 3.795768362002846175e+01 3.812526446881810926e+01 3.866758894885494158e+01 3.858083652037645095e+01 3.920864955606099755e+01 3.903595100866564849e+01 3.882374546720337349e+01 3.966304259196087401e+01 3.956572582911091018e+01
8.744472933138045079e+00 9.165398601280084989e+00 9.720264968145444939e+00 9.969380571787691991e+00 1.081463537516431650e+01 1.116199169560447402e+01 1.136837942653611400e+01 1.192579862460965678e+01 1.222638514434785684e+01 1.296020312441163647e+01 1.265394376335371440e+01 1.326642565429871823e+01 1.397678827802425872e+01 1.401018438620811857e+01 1.423245931589609903e+01 1.491642435455312032e+01 1.536195100294386151e+01 1.572440128589039965e+01 1.586631670672655581e+01 1.631990274982827671e+01 1.632362179025725624e+01 1.680805080348161340e+01 1.677504760177172827e+01 1.712559988784095566e+01 1.794899544004321967e+01 1.786464080813481203e+01 1.830345795815377130e+01 1.857373792960104453e+01 1.915907230540460660e+01 1.913150491965824074e+01 1.946574575625270498e+01 1.927443781666401890e+01 1.981107877174722987e+01 1.999081553381963161e+01 2.058536194745309444e+01 2.094115152883982844e+01 2.119525768058791826e+01 2.124864013428000220e+01 2.189391566504587416e+01 2.222744142341925411e+01 2.176603470850496791e+01 2.208154513027612964e+01 2.320633482480382170e+01 2.309977396144999773e+01 2.371418617499031711e+01 2.379805113520095361e+01 2.366373703796072192e+01 2.425665695782242182e+01 2.467849636029405502e+01 2.469724633913181933e+01 2.465511201075493020e+01 2.500223629371381406e+01 2.556270946375635589e+01 2.587112240153871667e+01 2.637945954880595423e+01 2.644947431433710250e+01 2.663715456438374574e+01 2.667761546275054130e+01 2.728509828585592345e+01 2.699212739551940032e+01 2.722061720909222515e+01 2.729040632105401087e+01 2.803234752301058919e+01 2.800806810473777375e+01 2.804152068387336172e+01 2.901320932026945698e+01 2.924284752278057553e+01 2.930988384589564433e+01 2.914330475555078337e+01 2.956597380125165131e+01 2.981630098759626435e+01 2.990462455187629942e+01 3.062648225114816114e+01 3.081473029819523646e+01 3.064257892499996672e+01 3.131222328020973222e+01 3.143750424427558343e+01 3.153265975434214852e+01 3.192988099611834230e+01 3.202393954999207892e+01 3.219585409659839570e+01 3.203799603201527191e+01 3.304040782955465971e+01 3.326952017881233559e+01 3.377989025092790598e+01 3.351729180477299508e+01 3.417362382080328587e+01 3.413993064059067706e+01 3.496655595286176776e+01 3.477065598577762984e+01
7.809520955756255489e+00 8.426486720474004599e+00 8.705370901294434915e+00 9.123693949804247083e+00 9.476470154915807242e+00 9.984717065420404936e+00 1.038493678838867140e+01 1.084029517441191359e+01 1.106775989505187852e+01 1.154778514034440207e+01 1.150869285896506433e+01 1.162804422875382215e+01 1.221434035894755787e+01 1.241635537630152086e+01 1.275324446882684093e+01 1.303414888452300779e+01 1.360561356113502107e+01 1.378866013071360008e+01 1.398954058841555970e+01 1.435521695724515290e+01 1.433690422126568187e+01 1.497693445184743588e+01 1.482858382779840767e+01 1.543629212029600595e+01 1.566522543678390811e+01 1.594313738392467350e+01 1.621515406197208264e+01 1.657001074341886948e+01 1.661733958888357066e+01 1.686843066453392836e+01 1.701234836008931595e+01 1.734657036439208611e+01 1.735508202010285927e+01 1.783338110872352544e+01 1.803778699069399138e+01 1.837838362949464610e+01 1.882819212005747289e+01 1.896335597436835485e+01 1.912848144344748746e+01 1.943208865606172964e+01 1.946600094178655382e+01 1.975249038100007581e+01 1.991224431956792174e+01 2.008077532199260773e+01 2.038575723374630400e+01 2.056029681826646893e+01 2.093419542752037188e+01 2.124977948498770530e+01 2.142076638055409532e+01 2.139014562335405145e+01 2.172057474421354328e+01 2.186268770601482103e+01 2.197272856555083109e+01 2.261089385312032363e+01 2.232013145415508504e+01 2.280608520659225746e+01 2.313452623434337241e+01 2.331429046874884392e+01 2.339311490148934425e+01 2.400609412164366319e+01 2.362497655005299535e+01 2.412152253334503627e+01 2.407372521211281935e+01 2.439997529385757602e+01 2.437539184030667982e+01 2.470930397151223445e+01 2.531614107591500229e+01 2.552227119563073643e+01 2.543108553986379050e+01 2.566081546725532547e+01 2.591186693334122282e+01 2.594373694397896912e+01 2.639540528770000449e+01 2.658422769587253853e+01 2.687387935720163767e+01 2.698818176959021287e+01 2.703606379537119864e+01 2.727678205351345397e+01 2.738060555350707759e+01 2.769906951704716747e+01 2.775923003620233587e+01 2.763722247372801988e+01 2.811620964789383237e+01 2.822165449619448907e+01 2.867360713545150830e+01 2.856257298258706001e+01 2.916196422304112090e+01 2.931480680408501627e+01 2.953797876147813639e+01 3.008101408669559262e+01
7.233324213694210414e+00 7.518301224965989960e+00 8.083375148826110745e+00 8.493088207666247058e+00 8.824224291274084919e+00 9.059980792149536555e+00 9.605392017799651683e+00 9.839123782304346477e+00 1.019040622578237176e+01 1.046133482006822391e+01 1.035877156106537100e+01 1.077542876418500661e+01 1.128288626784230431e+01 1.142999567660854154e+01 1.181808884915145619e+01 1.209932090244934955e+01 1.242611840586073235e+01 1.257078494786622791e+01 1.290581995485406708e+01 1.308109540949326544e+01 1.303121407189368419e+01 1.341671639566584417e+01 1.364234408854495051e+01 1.395844737725775353e+01 1.424177502794350048e+01 1.447679549589638093e+01 1.473971380960855626e+01 1.499460191416583932e+01 1.513379266748614604e+01 1.551441577591393184e+01 1.540718671471402068e+01 1.566311591411506399e+01 1.600624156544945720e+01 1.622901458620767556e+01 1.638349668939774162e+01 1.670257842752562993e+01 1.693289128028521873e+01 1.703386471604598640e+01 1.727831202168579239e+01 1.764637210504793785e+01 1.750745216512408575e+01 1.794676069353667813e+01 1.822560611439323353e+01 1.813727866078069084e+01 1.838748111428406062e+01 1.869901814471258916e+01 1.876416053881642654e+01 1.893989014043400232e+01 1.930042141906883657e+01 1.932082605389675933e+01 1.958389732568269181e+01 1.986365011215578846e+01 1.984097047207462339e+01 2.041110453269029890e+01 2.038116620299534176e+01 2.059280811087398888e+01 2.072194221807096426e+01 2.106984401575970622e+01 2.102824707151666672e+01 2.143443774073609021e+01 2.154733540250724744e+01 2.162378787829095472e+01 2.191005620084794359e+01 2.179034154785219002e+01 2.208938996259659859e+01 2.220125959787585046e+01 2.273385371981490621e+01 2.277289288115833443e+01 2.263485803342150149e+01 2.316856979701238473e+01 2.328220255902774127e+01 2.344695340799404804e+01 2.346046680762957237e+01 2.358362322947242262e+01 2.414554088685736133e+01 2.407775352488000564e+01 2.426993911659311465e+01 2.436633494342554229e+01 2.471870169078126267e+01 2.467078472005449186e+01 2.484993203645127124e+01 2.493444745270525686e+01 2.518484575530100145e+01 2.554930926200027130e+01 2.535663817680946153e+01 2.592719179796054263e+01 2.583178595980587033e+01 2.593476768727645165e+01 2.621697425918658908e+01 2.703264218941609798e+01
6.824345202844415148e+00 7.039870659884376103e+00 7.642398676482080155e+00 7.924112622528549643e+00 8.114534383209328183e+00 8.625387394895227544e+00 8.916801317587736975e+00 9.228613589046757326e+00 9.611716395609258612e+00 9.731757541720524429e+00 9.807601946377767277e+00 1.011781170287364517e+01 1.037606875368111226e+01 1.070400801169567018e+01 1.093198066392909418e+01 1.118611673109864846e+01 1.160553764865415083e+01 1.174920011600722525e+01 1.203629703597091094e+01 1.232917404851778187e+01 1.217094564015045854e+01 1.263334556323222380e+01 1.280790542802814080e+01 1.293689326079905122e+01 1.339351530632662879e+01 1.362673013356071294e+01 1.369445726010409103e+01 1.387899307944566374e+01 1.402126558655521471e+01 1.450524116547728504e+01 1.449210193287176907e+01 1.476712113460338571e+01 1.500606043026290415e+01 1.489011603778141080e+01 1.513676223292103451e+01 1.525495406995939263e+01 1.563910732771537226e+01 1.588797141114170053e+01 1.631294931966343142e+01 1.613104744265276480e+01 1.633844448232355973e+01 1.656342646599498636e+01 1.667603246394876848e+01 1.684922600520832248e+01 1.706090810367527411e+01 1.714758003815915899e+01 1.764693534978967193e+01 1.754837704282586586e+01 1.790853895243283134e+01 1.803073359181541591e+01 1.803218341518519807e+01 1.825215075757462202e+01 1.846025723168999377e+01 1.849766518054057940e+01 1.869261838620148808e+01 1.912415026234283033e+01 1.907735518423118393e+01 1.922491919239724822e+01 1.976238427869517622e+01 1.953051844022375150e+01 1.960098115618746206e+01 2.004394034772685984e+01 2.002094143612681165e+01 2.032086078555542485e+01 2.060344398028568591e+01 2.064468351296590498e+01 2.074584397571441841e+01 2.093209003688452086e+01 2.125305072218009528e+01 2.141680380535741079e+01 2.096950851621749479e+01 2.165477174136690408e+01 2.128338555978009694e+01 2.195763896073207988e+01 2.183344488077605661e+01 2.211346180427800334e+01 2.218422758009612394e+01 2.234539699118871425e+01 2.269006215333189402e+01 2.300714850769856312e+01 2.284875947885681668e+01 2.292390851254248929e+01 2.340657831771592612e+01 2.304651257368401929e+01 2.346278069926783161e+01 2.361409249696835744e+01 2.368678584318955771e+01 2.388311642625081532e+01 2.413158277909807481e+01 2.418597440016547750e+01
6.431841627487356661e+00 6.762805513669917445e+00 7.070961286269467294e+00 7.363054128342007232e+00 7.750723705978696643e+00 8.005252138819251684e+00 8.369013430586477398e+00 8.639866381530644901e+00 9.020872984753374624e+00 9.370732183560493311e+00 9.290280933277966113e+00 9.484010922894995588e+00 9.904730485323797851e+00 1.003295206771652204e+01 1.024518063885332708e+01 1.060406345241931092e+01 1.082482132388323670e+01 1.106430908052323225e+01 1.133196518594600555e+01 1.137016951704114831e+01 1.161602767568869687e+01 1.172882732900419889e+01 1.198297804035492042e+01 1.214615551328605392e+01 1.242327984429891607e+01 1.273881921498882619e+01 1.286355189749819061e+01 1.307387339587932296e+01 1.337785513512761426e+01 1.320458461465706357e+01 1.324071183958406905e+01 1.353934752472600422e+01 1.399691868859442678e+01 1.412107309891392326e+01 1.427593761987488463e+01 1.465240055380578355e+01 1.492264132030622470e+01 1.486641002751597540e+01 1.506059211006939336e+01 1.524949751710932055e+01 1.537643552992487450e+01 1.538668715727482272e+01 1.564604711383653246e+01 1.569793973378468266e+01 1.599508852291555705e+01 1.613266875366449682e+01 1.618257519074697726e+01 1.631784926236247202e+01 1.671053648452253881e+01 1.698475416909418101e+01 1.701158047107965032e+01 1.702866769202937647e+01 1.711978415642008855e+01 1.761780584806528083e+01 1.774562860383095853e+01 1.797366566334782689e+01 1.777845238220576363e+01 1.804364379389335227e+01 1.855360246089285781e+01 1.840477234600586698e+01 1.858366355019318661e+01 1.881633553095873879e+01 1.859090551453822826e+01 1.891059391029498826e+01 1.923756934425543008e+01 1.900270117319297114e+01 1.939721137566787945e+01 1.976888458205195676e+01 1.983434555597500548e+01 1.991744325031716301e+01 1.965808377294823472e+01 1.995382660133182640e+01 2.020068197065992166e+01 2.033664310004970233e+01 2.057087727244140751e+01 2.057133390657510930e+01 2.093730147115853413e+01 2.127193863451159217e+01 2.106339107443038472e+01 2.138095919000910428e+01 2.133347181442558238e+01 2.133931914036050514e+01 2.121215182919164377e+01 2.175247746465199228e+01 2.188316459508931189e+01 2.225421000834048968e+01 2.182007981990395962e+01 2.223417637883051867e+01 2.264629235397199380e+01 2.258351801787850022e+01
6.064150564089466400e+00 6.265277411687945275e+00 6.890731926950361519e+00 7.152807157144401629e+00 7.421303144221861992e+00 7.746505985805009153e+00 8.128114309718350583e+00 8.287655931805023357e+00 8.590257614567081035e+00 8.861772493947587037e+00 8.861775670159186546e+00 9.070680063266078008e+00 9.221432165793197910e+00 9.485948672092185063e+00 9.923837863468502718e+00 9.975309192013723347e+00 1.028029711141553904e+01 1.042843594912467431e+01 1.088578888460915728e+01 1.100096133327300407e+01 1.083642349709353958e+01 1.110143719147818331e+01 1.132592657778091549e+01 1.168161890569047934e+01 1.182581378563968322e+01 1.193131393813438912e+01 1.220600778844234924e+01 1.233315162838535528e+01 1.273202222807117678e+01 1.270461954638620128e+01 1.277976137530727385e+01 1.300176150676504605e+01 1.318952421984883472e+01 1.355440828847728874e+01 1.349121996517921929e+01 1.379043907999057161e+01 1.393419813898566240e+01 1.417493934930703503e+01 1.410814598197922010e+01 1.448539379998960186e+01 1.451388715000095964e+01 1.473431597294354845e+01 1.473047804975555231e+01 1.488217523598563652e+01 1.524332584546628766e+01 1.500885476076722291e+01 1.545988515544349617e+01 1.572651955316727346e+01 1.566331776507761120e+01 1.604751934341322084e+01 1.613216149914613951e+01 1.615214705861966848e+01 1.623393540390154399e+01 1.652664695461933775e+01 1.675233279132225661e+01 1.690443991519254396e+01 1.700480537503024081e+01 1.715139201359531640e+01 1.733656148018752319e+01 1.734051820001639044e+01 1.739880109078759318e+01 1.752422987928808595e+01 1.766436583519057990e+01 1.782923858800566919e+01 1.822787264955658415e+01 1.815167573542291990e+01 1.826954046218450145e+01 1.853444883345788341e+01 1.857878231853449691e+01 1.874686482210539396e+01 1.895507727001971077e+01 1.880674338469294682e+01 1.898779572751960742e+01 1.919521149470900312e+01 1.911129811629785991e+01 1.965853811876480250e+01 1.958890203171625188e+01 1.985168080831173043e+01 1.968788624403628162e+01 2.015822072401002885e+01 1.993903031139461035e+01 2.017790493242632976e+01 2.034330666761815110e+01 2.039173215163535957e+01 2.063996211670443870e+01 2.083606939138868341e+01 2.065152780362654994e+01 2.112095665712761061e+01 2.146210988731005287e+01 2.110437241545296416e+01
5.888687499021886040e+00 6.191053592150582929e+00 6.441122255632355298e+00 6.854756640309030757e+00 7.206792766463063771e+00 7.280243789341644067e+00 7.610610248349205520e+00 8.031797288934248158e+00 8.082059742454797302e+00 8.326647844100630635e+00 8.312504317041552682e+00 8.609355497835844417e+00 8.876726128564843776e+00 9.176256020370454181e+00 9.396286226159912047e+00 9.610212348496784074e+00 9.933061944303739565e+00 1.006934305696203324e+01 1.035617662815084650e+01 1.043916901139757947e+01 1.048032676552203490e+01 1.058107972151301901e+01 1.092412302247707778e+01 1.114546114575544422e+01 1.132011795067977822e+01 1.136031035844900394e+01 1.173497432440461097e+01 1.183788724686144178e+01 1.212775875820521954e+01 1.214397357811420441e+01 1.202617450113439723e+01 1.234157379951991906e+01 1.267352117399728151e+01 1.255829293444025829e+01 1.286556059180404077e+01 1.305510070658376165e+01 1.337531323206381195e+01 1.341810340418577141e+01 1.359661044031686927e+01 1.380080847910241992e+01 1.369516925921652195e+01 1.398145214219559485e+01 1.426780189212646555e+01 1.425332429012137325e+01 1.428251930680536574e+01 1.475493012861351261e+01 1.473829433845574322e+01 1.500569789414595334e+01 1.515325911922826840e+01 1.534274321750108427e+01 1.516520908688624480e+01 1.549828464500047964e+01 1.561327618854543964e+01 1.558011774597916776e+01 1.577655422939639429e+01 1.612055923175640970e+01 1.599400454093293966e+01 1.623840173006511023e+01 1.629020481846023571e+01 1.654809522154922163e+01 1.652190515124057413e+01 1.666994390788375924e+01 1.674984372730692073e+01 1.710040107838979395e+01 1.708104696095458763e+01 1.731845363701619434e+01 1.724530512389709003e+01 1.758403513987435574e+01 1.765782698739281287e+01 1.794366780174442155e+01 1.758797834875402444e+01 1.792673224527055353e+01 1.811836256396900069e+01 1.813953408238865705e+01 1.842331064648345418e+01 1.843374198736101022e+01 1.881272916814761231e+01 1.871282791637343479e+01 1.878563625553394800e+01 1.911958501508130581e+01 1.929641061222333676e+01 1.918202231654812451e+01 1.952686649070995628e+01 1.936719321929009752e+01 1.966235529788534464e+01 1.987588150345014526e+01 1.979758553863835502e+01 2.001127268716125940e+01 1.999407580203084578e+01 2.013931831145334783e+01
5.645285000834213029e+00 6.041088219446489660e+00 6.237146050209196879e+00 6.560461802660977781e+00 6.738642714627646413e+00 7.085020027655289709e+00 7.354133105441797547e+00 7.599595762780245956e+00 7.851449008741954394e+00 8.114449469215873734e+00 8.056208379165227029e+00 8.371141298594746871e+00 8.572657578399036638e+00 8.673710618197171485e+00 8.996019613293810835e+00 9.157216629679954423e+00 9.285492523813536181e+00 9.664148653160953728e+00 9.812732764810817798e+00 1.008453467588328145e+01 9.895459405604025704e+00 1.029289050049528420e+01 1.047199813749474551e+01 1.069082569928237270e+01 1.087636573269827167e+01 1.107547528338649734e+01 1.123457267690519501e+01 1.137773771088770225e+01 1.155851259602122383e+01 1.172859899229757730e+01 1.161490394698637374e+01 1.184589510627286835e+01 1.200273057461833304e+01 1.208065213993394948e+01 1.238487403399343023e+01 1.271678903001107841e+01 1.278348476911108378e+01 1.296841097346794669e+01 1.300808822683164578e+01 1.313627251268869855e+01 1.310946768355517911e+01 1.330113176912231765e+01 1.351939415272102707e+01 1.369235417166022550e+01 1.389712393904027721e+01 1.382135087571523435e+01 1.412641026389391641e+01 1.435154664256653056e+01 1.449737175780907528e+01 1.449196643025680764e+01 1.473299501741044537e+01 1.483483243329252765e+01 1.488155965117685753e+01 1.508528819300079959e+01 1.525446695062634817e+01 1.537388858355942212e+01 1.551958758392982674e+01 1.571047581708809204e+01 1.567942899463633566e+01 1.565127189798432994e+01 1.577398302563662646e+01 1.610189055037495010e+01 1.612423909897216134e+01 1.615840817389670647e+01 1.646540840603055500e+01 1.648465451261914083e+01 1.660571993081350683e+01 1.669014162954074720e+01 1.690975381676244638e+01 1.684729700742473568e+01 1.719011021644432802e+01 1.712693544072433127e+01 1.733214491506437227e+01 1.713373284136127950e+01 1.768347167158792388e+01 1.763502962302321464e+01 1.781165991214090383e+01 1.790815748846264199e+01 1.796672258116182874e+01 1.832509238056252343e+01 1.814916493380292550e+01 1.835826746859739700e+01 1.852038723879713800e+01 1.823644901556394871e+01 1.863970274774605684e+01 1.872892903183640456e+01 1.883273374793059673e+01 1.914710193540787131e+01 1.906838982099636937e+01 1.932446275372626943e+01
